            1         2         3         4         5         6         7         8         9        10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61
 75      4771     30529     15589     24273     20409     18097     30660     25555     22813     29521     28742     16041      1829      6412     26800     10616     32004     18531     17650     14468      8617       622     19169      7896     20626      1756     22004      2797     13492     30517     17358     12871     13551     13588     14495     23483     19967      6731     28264     22893     11646     16533      5277       527      7447     19519     12859     30384      3505      1316      2217     27038     20107      3057      5291     14784      9093     22060     12208      6951      5702
 76     17857     27620     32074      2734     31994     20152      3179     17074     14612     29576     11752     28585     11847     31073      2109      8598     21140     27035      3628      8324      6696     12601      6072     31344     19893      2439     14114      3526     18335     29447     11493      4579     28978     24434     31459     32571     15087     15641     32269     14828     15461      3562     27278     19576     23813     21252     19493      9210      4496      3765      6789      9808     12806      7416     29004     31930     31008      2036     32740     13766     22903
 77     12560     19797      5206     15786      7680     11131     23838     22887     31727     28646     29799     18607     24453     26230     27326     11756     11034     20377     30088     22560     15543     12941     22200     29932     12258      5995      8595       677     15348     22315      2999     28447     17744     17473     31128     10242     24740     22564      4294     24045      5440     15286      6550      4146     13529     16509     15467     11783     15184      8227     15788     30010     23159     28331     26869     19280     17015     20831     31855      4538     14960
 78     12921     13331      7420      8500     18198     12650      7232      8767      8488     31274     14059      4386      7389     30216      7161     30699     19409     29346     13991     15237     18927     27822     25296     24308     18114      2562     18163     20368     14034     27215     12175     26308      3387     16584      3551     16165     20345     17466     24829      2625     22685     26159     20609     17386      4817      3468     18447       442     15373      4866     30148     27749     20144      9174     19235     31219     14731     21674      1186     24993     16263
 79     13026     30873      3513     29966      3185     10511     24159      1189      1519     24735      5350       871      2843     18514      1794      2696      1856     30661     18754     21265      3984     13544     32248      4592      1903     15525     14840      1739      7617      9412     31163      2606     17127      4012     21461     14206      8847     17577     13582     22147     15294     12834     30466     16615     22605      6403     22812      1725      4774     30116      9249     28968     17004     25264      6648     31156     32095      2383     20361      6288     25121
 80     18435     15830      9884      3941     27174     12067     26202      7452      8865     28681      9896       317     18150     11625     17383      8376     11797     18568     12294      5021     18194     30055     14842     11030     10012     10947     31575     32165      3982     25388      8537     31274     24183      8663     23060     26104     26796     17221     12673     19241     20108     22298     20112      8130     22596     15530     20406      2549     25299     28721      9067      5903     18305     10631      4782     13558     32022      8707     24878     14062     28045
 81     22276     18562     23608     13241      6477      9520     20659     20602     10943      7715     29786      1663     23449     27043     32581     12143      5906      1543      1298     23438      3764     27063       641     12785     13357     32667     13846     26817     15860     25562       252     31980     32323     27450     27420      1403     29947      4354      4762      6128      2076     28285       640       378     24472     29821     26990     27402     14948     13026     32081     32215      3005     31515     32620      6939     12611     30958     19446     27866     27401
 82     31899      3294      2002     22535     17295      5434     10841     11850     31020     13220     30681      7185     18987     21518     14436     15023     18774     19166     27365     18574     24723      9803      5197     20038      2723      7986       772     31036      4692       290     23207      2650     25444     27630      2050       165      6419     10414     26670      6199      9012      4296     11664     30596      1859     28529     22651      4455      8650     16441     20832     22124     19149     22388     12342     11740     10540     21637     16242     29589     17384
 83     20026     30246     28865     20714      7552      5252     25072      2924     18102     30927     22194      9922     28514      9223     26686     20555     15474     13579      7798     31603     22322     17128      2348     29901     21757     14800       311      3895     25795     32361      4853     19563     28477     25949     20483     29775     17831     21136     21589     24536     26297     25398     26842      1352     16891      6615      7388      4035      2262     31900     13598     29040      1789      1687     11942     23872     17838     26589      2513     24521     20412
 84     31172     18568      7179     21754     21999      3953       980      7913      1200      1828     20903     15921      8783     31795     29765     28423       582      3146      4585     15704     16205      7273     12404     16363     15097      5137     31900      5555     28237     24804     18008      6127     19907     29078      4615     29783     24838     10270      7256      2800      5221     28837       259     23824       808     12802     26625      2190      6661      4656     26019      8164     26993     22889     18598     15101     24303      1156      3311      4759     31140
 85     21803     29748     20946      4222     25175     23258      4385     23451     16352      1117     22179      5459      2050     14143     32595     20185     22448     30583      5387      3234      4904     29118     19432      6275     29419      7906      4568     20188      1457     20742     19154     22407     26355     23201      6020      5411      2512     30053     30610      6043     12400     25132     11560     28472     28701      9711      6774     18271     23874     19870     14986     27896     10091      9144      5980     28183     15352     10880     11452     10180      9853
 86     31919     12979     23078     30426     26763     18091     14550     12294      8966     30871      9885      1796     16079     15301     10646     15944     32484     12589      3252      1984     23528      4680      6804     27236     13659      7452     11711     26892     17988     26729     16215      2973     29429       534      1942     24742     18962     31009      7694     16899      4274     20229     21800     20034      6611     11262     26015     28536      6323     22480     22831     20098      3864     16587     21132     11807     15260     24429      9102     21945      2061
 87     24250     14422     32272      8478     14633      2773      4128      3484     30385      6147     18817     20430      3633     15096     21694      3425     21912      2591     12960     23461     28983     13673     27926     27488      2728     10660     24831      5486     19014     29959      5720      4541     20934     32559     12778     28320     32485      9611     20733     27008     10369     22752     27394     27871      5714     22301     18400     23012      5500      8444     18201     27438     31442     22338      9916     32219      6611      7058     25537      2778     14992
 88      5135      8242     26897     15153     20987     20202     10623      6382      4630      8125     16987     29626     13694     30703     17338      2898      6501      8148     15239     12829     27901     10983     18996      4107     13301      1186     15796     10723     20778     19879      9562      7474     18605      9568      8403     30850      5117      2063     14940     31877     20158     30949     25492      9523      5323     18799     20993      2000      6336      6626     20965     10211       758     13316      1468     30110     11267      9003     14555      5528     25677
 89      2403     15446     26820     19996     15578      5219      1813     25341      6686     16618     28360     16444      6616      1597     10733     14617     26772      6066     22426     12556      4562     19120     18009     31626     19441     17620     30483     13311     16860     14250     25244     21943     31702     22351      7903     11354     20805     12067      6912      7510     15765     16517     17759     29560     16952     12203     16391      1427      1111     18575     19170     20167      1799     10828       869      6280     31312      1646     21987     16399     13984
 90     31943     28878     21246     11073     11594      4129     10035      4336     20214       830     11862     19614     21149     14427     14269     13900     26593     20863     32677      5952      6932     32638     12100     14913     15297     24635      8025     15081     30097     31705      8237      6280     18199     14370     18514     18929     14015     10154     19486      3247      6792     28830      2899     31134      7173      3154     17207     32478      1043     20551     25713     29809      5885      8203     25348      7463     12208     14461     18723      8715     32105
 91      3234      3549     20297     15108      1858      1932     15656       167      4039      4542      7116     16938     27898     25029      5539     15553     26753      8638     18553      1116     20241     19541      8609      9875      1046     30414     14543     15614      4315     28376      9125      6811     28892     30374     12575     32520     15042      6412     28674     17486     32291      9677       940     30047     15790      5230     23372     13953      2354     27397     24971     21428     22743     15593     23246     11153     32580     16144     10736     13380     14836
 92      4445     18562     27985     16818      1903      2817     14668     23800     21494     26630     31520     24244      9730     29183     15695     25378     31619     29252     11640     27063     29503      7197     22866      1157     18091     32257     10047      1534     17714     17761     17013     18897      1496      8377     29809       917     20497      8554     19161      1379     15927     14011     16113     22944      2362     23283      6757     23811     28680      8067     10381     25907      8639     29725     13221     19238     29247     29182     29755     31107     25328
 93      7066     26960     27981     18647      5476      1478     14368     14774     16917      4844      2688     11166     24326     23703     14948     31955     30014     21579     21897      3753     22123     18746     10025     30713     17626     10738     18619     30595      5916     30634     17021     18729     10471     23255     21732     27206      5930     14585       777     15933      6527     16629        54     16268     29745      7940     29801      7148     23059     20854     20374     13602     15170     11792      6018     26494     17645      1913     30299     13658      6764
 94     22656     16888     31714     14272     25140     15384     28665     25781     32699     21050      5662     16846      4826     18106      9553     11694     23911     14157     14303       659     10576      5681      6888      2911     20563     21178      3344     29541     22500     18920     20778     17824      5190     32467     21722     22019     31088      5820     25363     13221     31938     20504      2171     13077     29208     17381     17108     12369     10863     12455     16298     24153      5226     18185      5336     14370     13884     10251     29805     22013     18358
 95     16618     12391     17850     20561     30676     22984     31886     22487     28169     32662      8631     21912     16184      1516     31146     14225     16652     23822      7948     15401     30246      1045     13538      6468      1360     16043     14922      3927     28455     22811     18806     17889      9358       193     26457     24814     25625     19668      6487     18694     11526     31098     25122     16767      6414      7297      8418     16876     27899     13680     14640     11272     20115     17605     10315     32224     10239      9322     22579     26434      2807
 96     22334     31327     15156      9264      1980     25061     29760      8328      8257     22643      9712     28309     13059      1158      5846     12721      7201     25555     29464     16299     17529     14737      8322     17172     27800     29256     24191     17559      8797      3150       892     23995     30187      5820      7782     17076     14645     10875     11894     18008     31145     28480     10997     31968      1266      4261      5365     29895     32437       891      5395     27200      8810      7306     24053      1235     31553     12066      5787     21085      7444
 97     19803     31263     29772     32662     28634     16956     11808     30193     12864      5436     28215     13700      6755      3914     23540      5868     31102     12820     21900      1068      5892      5084     18642      2352      8962     25561      5738     13542     10004     25475     21787     10130     15518     13776     22059     29432     24993      2990     26284     28293     26700       302     18890     23362     21139     22469     26904     22838      7526      2888      9297     20437     28332     13681     12201     29192      4582       602     21434     30675      4896
 98     11801     11784     26191     27077     31054      4929     14494     12445      3873     20829     32311      8601     26494       834        28      3528     28924     28874      2154      9641      6375      2147     27947     14124      3514     16771      6400      9552     16579     25059     25487      5904     17600     32379      9723     11560      7391     22960     21687     31964     32732      7279      3747     20074     28037     19394     11133      2002      6492     16224     21377     24964     27930      7961     15439      7675     15240     30777     31204     26031      9406
 99     28117     19367     19857      1955      9557     20099     13088     21228     27308     23058     28296     30946     16255      5835     22453     18934     17210      1379     28132     11944     29723     11680     18088     21006     20777     13674      3418     25374     30939      3826     26815     13922     14385     17949     12176     18159      5674     24647     21443     30338     19661     26585      1357     13283     22983     15492     12881     31675     27369     24607     30076     19078     25793     10547      7748     28048      7212     32283     28407     25326     14757
100     29721     28958      9073     25718     10621      6514     32028      5365     25758      4453     14397     20456     17139     32173     24359     26107     11043     13322     17233     14725     17832     25746     25992      7031     30132     17360     17501     30162       311     14348      4881      2050     10540      9719      7095     32748     23229     22695     17927     24508     20798     28753     14775      2840     15935      4545      2529     19994      4669      9943     15769     18074     17029       742     16825     17374      3314     18425     12278      5479     11215
101     21378     31869     32437     12731       364     12595     26539        98        82      2110     22102     15603      7393     27116     31419     19528     15815      7119      7938     22172     22501     16591     27170     25121      5005      4557     14026     26889     32323     21694     27621     16955     11146     11775     17972      5977     18258     18475     10083     15193     16665      5898     20414     31538      7180     17477     20928     18427      2341      5232     12908     16558     11114     26797     28058     24682     31866     23891     22821     10323     25577
102     11480     30236     21947      2724     24423      8102     10991     19442      5679     20803     14962      7569      1705     11894     15593      9322      3318     24665     26864     14817     11488     26565      7742     27960     16511     12018     16761      2610      1482      6840     16185     27478      4311     21868      5330     23268      5905     11812     32523      2653     32469     18276     23255     18307     29905      8411     18183     19412      6092     31247     23681      7716     20156     20665     13474     20949     21742      8073     11264      1080     23344
103     12811     22749      3083      6942      2689     21825     28087      7105     29257      8835     19493     17879       258     24432      8394     16975      4051      1067      8167     28561     23141     24983      6063      1118      1320     15507      1920     24856     11487     14208     26425     27280      6292     20305     31303     26008     29121     29398     26639     24917     31824      8066      4889      9241     23391     16217     17133      1581     28081     32590     10611     27101     20696     13976     31211     10247     30206      3542     25728     12104     22438
104     29479      7088     17856     29332     19501     16672      8439     22700     14420     22315     19477     26495     25168     27114     13732     21353       276     24910     30959     15145     13632     13168      6640     29948      4903     30940        28      2191      2355     15230     31315     10705     17428      2814     24375     26485     21285     26382     12797     17769     30044     18104     30674      1148     17878      2060     31213      5754      3477      1866     27377     18289     10044     28821     22169      7749      3211      3146     13845     21358      3947
105      6148     23733     28639     26345     14322     13784     30389     15629     11684     31142     13741     29936      7014     14036     17364      7376     27691     24641     17923     12353     10372      9973      2246     29244     31831     25339     14476      7201       499     31128     31390      5787      3537     23057     17072     15014     15298     21430      2182     30349       827      1046     11879     10238     27718     22912     20764     10925     28485      8100     13481     31112      1643     30707     24928     18344      6924     20538      7889     25935     20547
106     18813     12432     23078     22216       865      5593     25997     11665      4106      8595      3165     17626      1676     20791     16337     17981      7032     31608     32458     11060     10878     22289     10062     17656     14502     29187     32682     20494     32570      1763     11172     15494     12612     12007     17239      4020     24203     30395      5752     11473     14311     26779      4035     15194     31995      7171     10030     21232     23249     31197       514     30511     27814     29500      6158      7132     26041      5916     19659     20676     28496
107     24219     17994      4482     32325     32706      3409     12590     10164     13523     27783     17526     24482      3582      6406     16734     23829      2668      7413      2407      2488     24309     19449     11805     12691     20151     10624     11275     22628     26918     23102     11517      4669      9151     30368      9880      1877      9268      5657     22264      1768     17237     12467     19618     11283     18011     19094     22820     11450     21394     10367     29063     16436     14635     28212     18061     12213      3632     25369     10787      9530      6326
108      4717     11944     11924     28270     23085     21250     19292     18259     15261      5644     23100      6619     14291     29106      3977     19921     22863     17923     23684     13396     17903     31256     11799     13010     27327     15584      8068      5094     29220     12420     12399     25586     23557      9752     20508      4179     30896      1096     15791     31098     16505     24832     20474     13160       950     27104     20569      7169      8873     17928     28333     18760     27224     11053     27125     14894      3964     12505     31235     13346     32727
109     24865     19557     12603     32725     18288     20365      3963      9015     20738      6816     18221       293      6873      3400      8016     22293     24478     31869       373     31685     30704     26305     31439     12962      9261     11774     15260     26728     15283     19225       572     21682      2466      2684     26661     19860      9037     11992     23734     30997     26059     26697     11092     30414     20814      5502      4255      8837      8628     17012     21614     19164     27749     19232     24501     10565     21569      7379     32057     16915     13323
110     15913     12279     13874      2300      3539     21861     31435     30013     27519     15457     28251     11955      7580     10106     31876     18965      6495     10675     17679     23771     27525      7139     19879     18937     11444     15112      8377      1085     28731      4658     14317      6846      4809     21957     22769     28311     12789     32513     28587     25871      5331     11094     17846     28805     23438      1191     19017     24000     19588     24542      8267     24210     29521     19653      1786      3078     32096      7351     15073     11843     27990
111     30434      2584      7530     28053      8232       229     12843      3922     31573      1871      7212     28055      4949     28417     30316     27171     12748     11933      1750     15625     10003     21828      9624      5703     30739      4099      3704     20826     16285      8539     22831     19403     21898     32046     30553     13318     21101      8605     25300     32020     11766     16906     19291     18546     19489      3296     13857      8618      9638        63     14111     20401     29726     19762      7223     30385     21803     18778      2606     13680     18382
112     12056     22109     16669     21725     10766     23486     19624      1912      6481     23942     11948     25177     13388     24843     12523     21259     24058     28442     32497     14109     23879     28546     22398      8965     11104     29755      1763      2491     31882      6318     13363      2973     24053      2322     31027      3849     11643       896     23651     17860      5668     24367     32762     22526     13854      1202     21622      9952     22077     24286     26445     10692     26995     18983      2689     27021      3537     14437     28878     29280     23098
113     23607     30409      4294     32255     14013      8667     24047      2430     13501     17137     19226     28029      9523     13465      9479     13445     21721     12173      9494     21189     26047     19597     17170     15962     26353      3515     20886      2967         4     26797      5880     28805     14444      8625     11255      9689     29895     20230      8582     30225     15282      5778       571      4637      7689     24124     10332     24287     26701     27493     29223      8065     32228     25456     17852     21594     14118      9753       603      6945     20487
114     13324     14546     25185     29166     16941     20675      8225     12515     26916     32677     12567     18460     18332     25437     10455     13224     12208     24938     23601      1542      2928     21494     25785      2015      2954      2648     20626      2292      6046     22414      2970     22876     25203      4788      4979     28844     13769      9799      1535     27083     21704      2795      4350     25568       689     25138     24484      8323      7748     26080      5795      2568      2135     32354     16959     26317      8996     14615     15085      9498     13609
115      9713     27731     23785     19711     22447     14382     25601     13300     29395     13336     24722     16763     22925     10602     19993      1912     24081      2339     19921      2849     32217     23214     15655     22738      6677      7472     21152     23209     11586     21161     11468     10105       164     28703      6012     12729     24686      6937     13527      6769     11848     28659     20059      4964     16607       545      9425      1997     14076     22408     23707     15490     17830      2052     23874      9972     12011     10948     14052     24857      9866
116      7708     19748     21486      3394     15714     28225      6168      6204     10777      7174     10005       561     16172      7445     23427     30651     23929     31918     25493     19192     13045      1305     21249     24822     29384     28185     15981      4407     19003     28294      3543      8866     13397     15235     21156     27360       224     11445      8202     30986     12686     20865     18434      6462      5941     18159      8953     20762      1122     12123     18067      8087     10701     26167     13734     24984     29258     24903     17782     27382     26581
117     30777      2303     27342     29777      4904      3240     30013     17645     32650     28769      4234     27144      5335     23777      2468     15729     25497     13576      1273      7163      9660     16513      8077     22791     24984     23333      2823     17042      8500     12768     21356     23324     29680     20856      5914     14217      9269     15803       356     15995     32326      8843      6577     17710      9625      1603      5148     15028     27307      9022     28725     11648     30295     12800     15676     18079     31381     10145     31068     21317     29994
118      3591     10482      7514      9797     21469        42     14091     23921     21355      6539     22704     22688     26730     24795     12150      1139     24849     13842       918      7732       786     28332     25263     24065     26112     30374     31048      1130      4009     29674      4099     10747      6857     12211     21542      6644     12454     18216     23625      5679     11869      3300     20470     27576      8236     22448     16686      4162      4600     15413     11318     23546      2611     20425     14142     12601     24239     23795     18117     23390     15489
119     31484     14371      4465      3861     25152      1306     26042     22987     19162      3051      4198      8356     16058     29236     29991      7858     13311       794      4711      4398      9218       814     21849     19199     13472     18315      8461      2893     25032     12503     23412     21829     11720     18545     10940     26945     32002     10129     27042      4034     28569      3330     23598      9938     19350     30677     18864     29668     15640     27778      5000      8756     14555      7388     18483      9101     27489       108     16565      1914     16483
120     26505     11762     13935     27485      3157      2993     11022     11640     15634      5719     22032     30997     23272     15015     29335     21001     21479     16308     26630      7824     12734     28835     18952     19976     11391     10654     30643     29329      9222      7492     17042     24500     11419     30034     20072     13965     16501     13427     10356     13544     18267     14925     25106     21686     31228     19345     25523      6564     31332     26015      1590     12311     27178     12402     15474      6626     22866     18995     18408     24579     17375
121      3745      4638     27546     17983     20884      5578     25460     23134      9314     17879     29447     27350     18442     25179     13243       707      2663     26002     26059      4228     17540      1998     21521      6288      1365     23576      5447      5111     14261      4035      6002     14277      6810     30555      7420      5127     27536      3542     23089       680     11999      6849      8303      2950     17852     22678     11708     28838     31579     14833     26920     29209      9530      3965     25342     32087     18341     31688     27326      9853       366
122     27690      4046     24236     28232     20427     15437     22688     31941     14310     18450     23837      5275     13078     19087     16368     22759     29111     27373      4198     25403     30045     32377     25022     10467     10310     17469      8108     29408     30473      2640     16942      6069      2533      5480      9390      4597     24025     25750     32173      2321     13135       633     31116     16015     29870      8221      7562     14005     15700      2672     27771     31698      1513     30236     13685      2954     23515      7289      4317      1231     32548
123     26063     15667      3836     18462     19477     31075     11764      9261     26205     18781     12314     27988       618     11293     25685     14468     11049      5626     15997     24952     23169     26379      6620      2793     10806      1282      5396     30454      7205      4697     28263      4826      9072      1009     20368     31941     31865     30007     10115     31378      5851      1923     26535     11912     24099     28444     20252     14208      4224     25749      4068     15752     11884     27040      7050      5547      5982       818      9853     26255     10110
124      8513     24818     32434     11801      5870     27540     31183     14005      4563      6519      1613     19063      4928     17538      3039      4565     12405     21726     13758      9748     28748     16124     22961     19110     22963     31612      3581     11898     20770     14647     24792     12193      4062     22605      5637      6556     10894      9740      5723     15202     10634     18167      3124      6232     28110     19401     24688     14728     23241      5257     29817     17349     23981     12113     10431     19802     11811     20204     28425     21128     29038
125     22893     23747      3999     28516      2304     17429      2417     24166     27634     29245     13260     22835     31465     27031     32432     24219     23384     16758      2208     11141      3477      5566      8290     27834       163      5085      5867     24060     18855     23460      9122      9041     17684     16336     15975      3223      4471     30413     19832     24003     13980      7172     19178     16391      9895     12926      5999      4453     22257     14869     25179     20669      9843       778     17741      2510      4747      7991     18492      7699      1153
